"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","I","Lagrime d'amante al sepolcro dell'amata(愛する女の墓にながす恋人の涙)","VI Dunque amate reliquie(冷たき石の下には)","-","Claudio Monteverdi","-",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","-","「じゃがいもズ しんがあず」","I Now Is The Month Of Maying","-","Thomas Morley","-",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","-","「じゃがいもズ しんがあず」","II La Bataille de Marignan","-","Clement Jannequin","-",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","I My Lord, what a mornin'","-","-","H.T. Burleigh",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","II Soon - ah will be done","-","-","諸井昭二",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","III Were You There","-","-","R. Ringwald",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","IV カチューシャの唄","-","-","林光",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","V お菓子と娘","-","-","林光",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","VI 七つの子","-","山本直純","-",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","VII 夕焼け雲","-","-","増田順平",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","II","愛唱曲をあつめて","VIII カリンカ","-","-","田中信昭",""
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","III","「クレーの絵本」","I 階段の上の子供","谷川俊太郎","三善晃","-","ギター: 阿部英彦, シンバル: 佐藤久美"
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","III","「クレーの絵本」","II あやつり人形劇場","谷川俊太郎","三善晃","-","ギター: 阿部英彦, シンバル: 佐藤久美"
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","III","「クレーの絵本」","III 幻想喜歌劇「船乗り」から格闘の場面","谷川俊太郎","三善晃","-","ギター: 阿部英彦, シンバル: 佐藤久美"
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","III","「クレーの絵本」","IV 選ばれた場所","谷川俊太郎","三善晃","-","ギター: 阿部英彦, シンバル: 佐藤久美"
"第6回定期演奏会","1980年2月23日","山形市民会館小ホール","指揮: 鈴木義孝","III","「クレーの絵本」","V 黄色い鳥のいる風景","谷川俊太郎","三善晃","-","ギター: 阿部英彦, シンバル: 佐藤久美"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Lamento d'Arianna (アリアンナの嘆き)","1. Lasciatemi morire","O.リヌッチーニ","Claudio Monteverdi","-","チェンバロ: 小野崎通男"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Lamento d'Arianna (アリアンナの嘆き)","2. O Teseo, Teseo mio","O.リヌッチーニ","Claudio Monteverdi","-","チェンバロ: 小野崎通男"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Lamento d'Arianna (アリアンナの嘆き)","3. Dove, dove è la fede","O.リヌッチーニ","Claudio Monteverdi","-","チェンバロ: 小野崎通男"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Lamento d'Arianna (アリアンナの嘆き)","4. Ahi ch'ei non pur risponde","O.リヌッチーニ","Claudio Monteverdi","-","チェンバロ: 小野崎通男"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","ポテト・カンティオーネ・アンティクワ ほか","Super flumina Bavironis","-","Palestrina","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","ポテト・カンティオーネ・アンティクワ ほか","Sicut cervus","-","Palestrina","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","ポテト・カンティオーネ・アンティクワ ほか","Ave Maria","-","Victoria","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","ポテト・カンティオーネ・アンティクワ ほか","Beautiful Dreamer","-","S. Foster","-","じゃがいもず しんがあず"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","ポテト・カンティオーネ・アンティクワ ほか","The Last Rose of Summer","-","アイルランド民謡","-","じゃがいもず しんがあず"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱のための 五つのピエタ","わが親は","-","間宮芳生","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱のための 五つのピエタ","親のゆづりの玉手箱","-","間宮芳生","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱のための 五つのピエタ","五つのピエタ","-","間宮芳生","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱のための 五つのピエタ","祭りの日","-","間宮芳生","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱のための 五つのピエタ","それでもおれは死なないぞ","-","間宮芳生","-",""
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","1. 叱られて","清水かつら","弘田龍太郎","林光","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","2. ちんちん千鳥","北原白秋","近衛秀麿","林光","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","3. 六月の雨","中原中也","斎藤健","-","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","4. 死んだ男の残したものは","谷川俊太郎","武満徹","林光","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","5. さくら","日本古謡","武満徹","-","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第7回定期演奏会","1981年1月17日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱歌を集めて","6. 一人は賑やか","茨木のり子","三善晃","-","ピアノ: 名和生公, ギター: 安孫子慎一郎"
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","I","エレミアの哀歌(聖木曜日のための)","Lamentatio Prima Primi Diei (聖木曜日第1哀歌)","-","O. Lassus","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","I","エレミアの哀歌(聖木曜日のための)","Lamentatio Secunda Primi Diei (聖木曜日第2哀歌)","-","O. Lassus","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","I","エレミアの哀歌(聖木曜日のための)","Lamentatio Tertia Primi Diei (聖木曜日第3哀歌)","-","O. Lassus","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「青猪の歌」","青猪の歌","真壁仁","田中利光","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「青猪の歌」","青猪幻影","真壁仁","田中利光","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「青猪の歌」","みちのく","真壁仁","田中利光","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱曲「お天道様・ねこ・プラタナス・ぼく」","お天道様・ねこ・プラタナス・ぼく","N.ヒクメット","芥川也寸志","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","最上川舟唄","-","-","清水脩",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","信濃の子守唄","-","-","小山清茂",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","江差追分","-","-","小山清茂",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","宇宙戦艦ヤマトより ""ヤマト誕生""","-","-","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","慕情","-","-","-",""
"第8回定期演奏会","1981年7月11日","山形市民会館大ホール","指揮: 鈴木義孝","IV","愛唱曲をあつめて(リクエストにこたえて)","マイ・ウェイ","-","-","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Introitus","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Kyrie","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Graduale","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Offertorium","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Sanctus","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Agnus Dei","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","I","Missa pro defunctis(死者のためのミサ曲)","Communio","-","T.L. de Victoria","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","丹澤","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","あづまやの","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","北秋の","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","沙羅","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","鴉","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","行々子","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","占うと","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","II","混声合唱組曲「沙羅」","ゆめ","清水重道","信時潔","木下保","ピアノ: 稲井敦子"
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱組曲「クレーの絵本・第2集」","黒い王様","谷川俊太郎","三善晃","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱組曲「クレーの絵本・第2集」","ケトルドラム奏者","谷川俊太郎","三善晃","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱組曲「クレーの絵本・第2集」","黄金の魚","谷川俊太郎","三善晃","-",""
"第9回定期演奏会","1982年7月17日","山形市民会館大ホール","指揮: 鈴木義孝","III","混声合唱組曲「クレーの絵本・第2集」","まじめな顔つき","谷川俊太郎","三善晃","-",""
